timestamp,syscall,pid,ppid,uid,exit,file,fd,buf,count,flags,mode
2024-11-19T14:24:54.796Z,read,2753,2,0,8223,,1,124caf0,8224,,
2024-11-19T14:24:54.796Z,read,2753,2,0,0,,1,124eb0f,1,,
2024-11-19T14:24:54.796Z,close,2753,2,0,0,,1,,,,
2024-11-19T14:24:54.800Z,mmap,2753,2,0,139721732620288,,,,,,
2024-11-19T14:24:54.800Z,munmap,2753,2,0,0,,,,,,
2024-11-19T14:24:54.800Z,mmap,2753,2,0,139721732620288,,,,,,
2024-11-19T14:24:54.800Z,stat,2753,2,0,0,/usr/lib/python3/dist-packages/apt/progress,,,,,
2024-11-19T14:24:54.800Z,stat,2753,2,0,0,/usr/lib/python3/dist-packages/apt/progress/base.py,,,,,
2024-11-19T14:24:54.800Z,stat,2753,2,0,0,/usr/lib/python3/dist-packages/apt/progress/base.py,,,,,
2024-11-19T14:24:54.800Z,openat,2753,2,0,1,/usr/lib/python3/dist-packages/apt/progress/__pycache__/base.cpython-38.pyc,,,,139721733001008,524288
2024-11-19T14:24:54.800Z,fstat,2753,2,0,0,,,,,,
2024-11-19T14:24:54.800Z,ioctl,2753,2,0,ENOTTY,,,,,,
2024-11-19T14:24:54.800Z,lseek,2753,2,0,0,,,,,,
2024-11-19T14:24:54.800Z,lseek,2753,2,0,0,,,,,,
2024-11-19T14:24:54.800Z,fstat,2753,2,0,0,,,,,,
2024-11-19T14:24:54.800Z,read,2753,2,0,11303,,1,124caf0,11304,,
2024-11-19T14:24:54.800Z,read,2753,2,0,0,,1,124f717,1,,
2024-11-19T14:24:54.800Z,close,2753,2,0,0,,1,,,,
2024-11-19T14:24:54.800Z,stat,2753,2,0,0,/usr/lib/python3/dist-packages/apt,,,,,
2024-11-19T14:24:54.800Z,stat,2753,2,0,0,/usr/lib/python3/dist-packages/apt/cache.py,,,,,
2024-11-19T14:24:54.800Z,stat,2753,2,0,0,/usr/lib/python3/dist-packages/apt/cache.py,,,,,
2024-11-19T14:24:54.800Z,openat,2753,2,0,1,/usr/lib/python3/dist-packages/apt/__pycache__/cache.cpython-38.pyc,,,,139721732633552,524288
2024-11-19T14:24:54.804Z,fstat,2753,2,0,0,,,,,,
2024-11-19T14:24:54.804Z,ioctl,2753,2,0,ENOTTY,,,,,,
2024-11-19T14:24:54.804Z,lseek,2753,2,0,0,,,,,,
2024-11-19T14:24:54.804Z,lseek,2753,2,0,0,,,,,,
2024-11-19T14:24:54.804Z,fstat,2753,2,0,0,,,,,,
2024-11-19T14:24:54.804Z,read,2753,2,0,30123,,1,1254b30,30124,,
2024-11-19T14:24:54.804Z,read,2753,2,0,0,,1,125c0db,1,,
2024-11-19T14:24:54.804Z,close,2753,2,0,0,,1,,,,
2024-11-19T14:24:54.804Z,stat,2753,2,0,0,/usr/lib/python3/dist-packages/apt,,,,,
2024-11-19T14:24:54.804Z,stat,2753,2,0,0,/usr/lib/python3/dist-packages/apt/cdrom.py,,,,,
2024-11-19T14:24:54.804Z,stat,2753,2,0,0,/usr/lib/python3/dist-packages/apt/cdrom.py,,,,,
2024-11-19T14:24:54.804Z,openat,2753,2,0,1,/usr/lib/python3/dist-packages/apt/__pycache__/cdrom.cpython-38.pyc,,,,139721732635456,524288
2024-11-19T14:24:54.804Z,fstat,2753,2,0,0,,,,,,
2024-11-19T14:24:54.804Z,ioctl,2753,2,0,ENOTTY,,,,,,
2024-11-19T14:24:54.804Z,lseek,2753,2,0,0,,,,,,
2024-11-19T14:24:54.804Z,lseek,2753,2,0,0,,,,,,
2024-11-19T14:24:54.804Z,fstat,2753,2,0,0,,,,,,
2024-11-19T14:24:54.804Z,read,2753,2,0,2379,,1,125a1a0,2380,,
2024-11-19T14:24:54.804Z,read,2753,2,0,0,,1,125aaeb,1,,
2024-11-19T14:24:54.804Z,close,2753,2,0,0,,1,,,,
2024-11-19T14:24:54.804Z,stat,2753,2,0,0,/etc/apt/apt.conf.d/,,,,,
2024-11-19T14:24:54.804Z,stat,2753,2,0,0,/etc/apt/apt.conf.d/,,,,,
2024-11-19T14:24:54.804Z,openat,2753,2,0,1,/etc/apt/apt.conf.d/,,,,16732848,591872
2024-11-19T14:24:54.804Z,fstat,2753,2,0,0,,,,,,
2024-11-19T14:24:54.804Z,getdents64,2753,2,0,768,,,,,,
2024-11-19T14:24:54.804Z,getdents64,2753,2,0,0,,,,,,
2024-11-19T14:24:54.804Z,close,2753,2,0,0,,1,,,,
2024-11-19T14:24:54.804Z,openat,2753,2,0,1,/etc/apt/apt.conf.d/00aptitude,,,,18899424,524544
2024-11-19T14:24:54.804Z,read,2753,2,0,49,,1,1259b70,4096,,
2024-11-19T14:24:54.804Z,read,2753,2,0,0,,1,1259ba1,4047,,
2024-11-19T14:24:54.804Z,read,2753,2,0,0,,1,1259b70,4096,,
2024-11-19T14:24:54.804Z,close,2753,2,0,0,,1,,,,
2024-11-19T14:24:54.804Z,openat,2753,2,0,1,/etc/apt/apt.conf.d/00trustcdrom,,,,16691200,524544
2024-11-19T14:24:54.804Z,read,2753,2,0,40,,1,1259b70,4096,,
2024-11-19T14:24:54.804Z,read,2753,2,0,0,,1,1259b98,4056,,
2024-11-19T14:24:54.804Z,read,2753,2,0,0,,1,1259b70,4096,,
2024-11-19T14:24:54.804Z,close,2753,2,0,0,,1,,,,
2024-11-19T14:24:54.804Z,openat,2753,2,0,1,/etc/apt/apt.conf.d/01-vendor-ubuntu,,,,16691360,524544
2024-11-19T14:24:54.804Z,read,2753,2,0,92,,1,1259b70,4096,,
2024-11-19T14:24:54.804Z,read,2753,2,0,0,,1,1259bcc,4004,,
2024-11-19T14:24:54.804Z,read,2753,2,0,0,,1,1259b70,4096,,
2024-11-19T14:24:54.804Z,close,2753,2,0,0,,1,,,,
2024-11-19T14:24:54.804Z,openat,2753,2,0,1,/etc/apt/apt.conf.d/01autoremove,,,,15844832,524544
2024-11-19T14:24:54.804Z,read,2753,2,0,630,,1,1259b70,4096,,
2024-11-19T14:24:54.804Z,read,2753,2,0,0,,1,1259de6,3466,,
2024-11-19T14:24:54.812Z,read,2753,2,0,0,,1,1259b70,4096,,
2024-11-19T14:24:54.812Z,close,2753,2,0,0,,1,,,,
